id,code,name,presentation,supplier,category,wholesalePrice,active,requiresReview,sourcePage,reviewNote
pdf-19-016,P0274,Engorde Cerdo,25 kg,SEMILLAS,Semillas,650,True,False,19,
pdf-19-017,P0275,Ovino,25 Kg,SEMILLAS,Semillas,480,True,False,19,
pdf-19-018,P0276,Esquino,25 Kg,SEMILLAS,Semillas,580,True,False,19,
pdf-19-019,P0277,Afrechillo,25 Kg,SEMILLAS,Semillas,380,True,False,19,
pdf-19-020,P0278,Semitin,25 Kg,SEMILLAS,Semillas,410,True,False,19,
pdf-19-021,P0279,Polenta,25 Kg,SEMILLAS,Semillas,890,True,False,19,
pdf-20-001,P0280,Collar Gato Dominal,Mixto,Collares y Pipetas,Accesorios,370,True,False,20,
pdf-20-002,P0281,Collar Perro Dominal,Chico,Collares y Pipetas,Accesorios,370,True,False,20,
pdf-20-003,P0282,Collar Perro Dominal,Mediano,Collares y Pipetas,Accesorios,390,True,False,20,
pdf-20-004,P0283,Collar Perro Dominal,Grande,Collares y Pipetas,Accesorios,450,True,False,20,
pdf-20-005,P0284,Collar Perro Dominal,Extra Grande,Collares y Pipetas,Accesorios,550,True,False,20,
pdf-20-006,P0285,Nexgard,2 a 4 kg · 3 comprimidos,Collares y Pipetas,Accesorios,821,True,False,20,
pdf-20-007,P0286,Nexgard,4 a 10 kg · 3 comprimidos,Collares y Pipetas,Accesorios,915,True,False,20,
pdf-20-008,P0287,Nexgard,10 a 25 kg · 3 comprimidos,Collares y Pipetas,Accesorios,1144,True,False,20,
pdf-20-009,P0288,Nexgard,25 a 50 kg · 3 comprimidos,Collares y Pipetas,Accesorios,1373,True,False,20,
pdf-20-010,P0289,Nexgard,2 a 4 kg · 1 comp. en sobre,Collares y Pipetas,Accesorios,298,True,False,20,
pdf-20-011,P0290,Nexgard,4 a 10 kg · 1 comp. en sobre,Collares y Pipetas,Accesorios,343,True,False,20,
pdf-20-012,P0291,Nexgard,10 a 25 kg · 1 comp. en sobre,Collares y Pipetas,Accesorios,435,True,False,20,
pdf-20-013,P0292,Nexgard,25 a 50 kg · 1 comp. en sobre,Collares y Pipetas,Accesorios,515,True,False,20,
pdf-20-014,P0293,Nexgard Spectra S,"3,6 a 7,5 kg · 3 comprimidos",Collares y Pipetas,Accesorios,1237,True,False,20,
pdf-20-015,P0294,Nexgard Spectra M,"7,6 a 15 kg · 3 comprimidos",Collares y Pipetas,Accesorios,1404,True,False,20,
pdf-20-016,P0295,Nexgard Spectra L,"15,1 a 30 kg · 3 comprimidos",Collares y Pipetas,Accesorios,1517,True,False,20,
pdf-20-017,P0296,Nexgard Spectra XL,"30,1 a 60 kg · 3 comprimidos",Collares y Pipetas,Accesorios,1656,True,False,20,
pdf-20-018,P0297,Nexgard Spectra S,"3,6 a 7,5 kg · 1 comp. en sobre",Collares y Pipetas,Accesorios,458,True,False,20,
pdf-20-019,P0298,Nexgard Spectra M,"7,6 a 15 kg · 1 comp. en sobre",Collares y Pipetas,Accesorios,520,True,False,20,
pdf-20-020,P0299,Nexgard Spectra L,"15,1 a 30 kg · 1 comp. en sobre",Collares y Pipetas,Accesorios,562,True,False,20,
pdf-20-021,P0300,Nexgard Spectra XL,"30,1 a 60 kg · 1 comp. en sobre",Collares y Pipetas,Accesorios,624,True,False,20,
pdf-20-022,P0301,Simparica,"2,5 a 5 kg · 3 comprimidos",Collares y Pipetas,Accesorios,586,True,False,20,
pdf-20-023,P0302,Simparica,5 a 10 kg · 3 comprimidos,Collares y Pipetas,Accesorios,685,True,False,20,
pdf-20-024,P0303,Simparica,10 a 20 kg · 3 comprimidos,Collares y Pipetas,Accesorios,872,True,False,20,
pdf-20-025,P0304,Simparica,20 a 40 kg · 3 comprimidos,Collares y Pipetas,Accesorios,1223,True,False,20,
pdf-20-026,P0305,Simparica,40 a 60 kg · 3 comprimidos,Collares y Pipetas,Accesorios,1331,True,False,20,
pdf-20-027,P0306,Simparica Trio,"2,5 a 5 kg · 3 comprimidos",Collares y Pipetas,Accesorios,794,True,False,20,
pdf-20-028,P0307,Simparica Trio,5 a 10 kg · 3 comprimidos,Collares y Pipetas,Accesorios,989,True,False,20,
pdf-20-029,P0308,Simparica Trio,10 a 20 kg · 3 comprimidos,Collares y Pipetas,Accesorios,1291,True,False,20,
pdf-20-030,P0309,Simparica Trio,20 a 40 kg · 3 comprimidos,Collares y Pipetas,Accesorios,1420,True,False,20,
pdf-20-031,P0310,Simparica Trio,40 a 60 kg · 3 comprimidos,Collares y Pipetas,Accesorios,1601,True,False,20,
